Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,BreedPure,ColorAmt,Adopted,LengthOfDescription,Sentiment,AdoptionSpeed
7,272,0,2,2,4,7,2,2,2,2,2,1,1,0,41326,0,2,1,3,1,88.75390525336621,0.5882386218671448,0
3,266,0,2,1,3,6,2,1,2,1,2,1,1,0,41326,0,1,1,3,1,31.15385216643763,0.32835175142464507,0
1,228,228,1,1,5,1,2,2,2,2,2,1,1,19,41326,0,3,0,2,1,325.4845402701516,0.9225876728365918,0
1,265,0,1,4,7,0,1,2,3,3,3,1,2,0,41326,0,3,1,2,1,99.16264995822813,0.34104398774691613,0
6,283,0,2,1,2,6,2,1,2,1,2,1,1,0,41401,0,1,1,3,1,620.2669718748458,0.819099026653913,0
1,266,0,2,4,7,0,2,1,2,2,2,1,1,0,41326,0,2,1,2,1,59.872730356450255,0.30137657271546003,0
0,265,0,1,2,4,0,1,1,2,1,2,1,1,0,41326,0,3,1,1,1,132.1037010603277,0.4294359706370794,0
6,283,275,2,5,5,6,1,2,2,2,1,1,1,0,41335,0,2,0,2,1,366.8201969722551,0.9654793473508315,0
29,159,0,1,1,1,2,1,1,1,1,2,1,1,0,41326,0,1,1,2,1,167.96019949466245,0.855852316587375,0
9,248,300,2,5,6,1,1,1,2,2,1,1,1,0,41326,0,1,0,2,1,19.01944310901945,0.19521283387187993,0
4,285,264,1,3,2,2,1,3,2,1,2,1,1,0,41326,0,4,0,1,1,210.36142043637287,0.7638802703197779,0
2,290,280,2,1,5,6,1,2,2,1,2,1,1,0,41338,0,3,0,3,1,16.47240952206763,0.48604843816143,0
13,285,0,2,5,0,0,2,2,1,1,2,1,1,0,41344,0,8,1,1,1,37.31090764859146,0.01523447478098161,0
13,258,0,1,2,5,0,1,2,3,3,3,1,1,0,41401,0,2,1,2,1,302.7537456169759,0.9147693221663856,0
45,165,0,2,4,0,0,1,1,3,3,3,1,1,40,41326,0,2,1,1,1,595.3211181525365,0.9412366814248264,0
24,277,277,1,1,5,7,2,2,2,2,2,1,1,0,41401,0,4,0,3,1,280.51456386810224,0.9274271806594887,0
32,123,0,1,3,2,0,1,2,2,2,2,1,1,0,41326,0,4,1,1,1,1035.2756386698238,0.977585462232746,0
66,127,0,1,4,0,1,2,1,1,1,1,1,1,0,41326,0,5,1,1,1,1051.5012378609865,0.9976826249119545,0
1,264,0,2,1,3,2,1,1,2,2,2,1,2,0,41326,0,3,1,2,1,57.755820601403215,0.037458424275691314,0
2,266,0,1,2,6,4,1,1,1,1,2,1,1,0,41328,0,1,1,2,1,31.605264878161673,0.5104068314943111,0
2,265,267,2,1,5,0,1,1,2,1,2,1,1,0,41343,0,3,0,1,1,114.0,0.2440596360958081,0
1,304,0,2,1,3,4,1,1,2,2,2,1,1,0,41329,0,2,0,2,1,168.93090463612512,0.9137939690924991,0
16,181,0,1,1,5,0,1,2,1,1,1,1,1,0,41337,0,3,1,2,1,8.388354298377944,0.3896607443134637,0
36,215,0,1,3,4,0,1,2,1,1,1,1,1,0,41326,0,3,1,2,1,385.76347590001336,0.9286507675806667,0
1,265,0,2,1,1,4,2,2,2,2,3,1,1,0,41326,0,3,1,2,1,78.73895888647739,0.2963446616778136,0
2,265,0,1,2,0,0,3,2,2,1,3,1,1,0,41326,0,2,1,1,1,81.2756698751221,0.0,0
1,304,0,2,1,3,3,2,1,2,1,2,1,2,0,41332,0,1,0,2,1,315.06974153007934,0.966322126492622,0
1,307,307,2,1,2,7,2,1,2,2,2,1,4,0,41327,0,0,0,3,1,23.47999247340672,0.14659966130330243,0
7,42,30,2,1,2,7,1,1,1,1,3,1,2,0,41326,0,1,1,3,1,55.25543872049919,0.8121279355088443,0
17,179,0,1,2,0,0,1,2,1,1,1,1,1,0,41326,0,3,1,1,1,145.2947646027855,0.9062291348268066,0
2,265,0,1,5,5,0,1,2,2,1,2,1,1,0,41330,0,1,1,1,1,27.885082319600084,0.0,0
2,269,0,2,1,6,1,2,1,2,2,2,1,1,0,41326,0,1,1,2,1,48.65733385824619,0.48171333070876904,0
1,265,266,2,2,0,0,1,2,2,2,2,1,1,3,41401,0,0,0,1,1,118.28010514277769,0.49173181398955873,0
9,276,266,1,3,0,3,2,2,2,1,1,1,1,0,41325,0,4,0,1,1,745.3680273390449,0.9734556343441011,0
2,265,0,2,6,3,0,1,1,2,1,2,1,1,25,41401,0,4,1,1,1,215.93141914166085,0.3837229608812686,0
14,31,307,1,1,5,1,2,1,1,1,1,1,1,0,41385,0,8,0,2,1,30.095546441613884,0.12869843061027197,0
4,307,0,2,1,2,7,2,1,1,1,2,1,1,136,41327,0,1,0,3,1,302.6122196900857,0.9542995976489258,0
1,264,265,1,1,6,1,1,2,2,1,2,1,1,50,41326,0,4,0,2,1,594.0824586644659,0.98,0
3,287,265,2,1,4,6,1,2,1,2,2,1,1,0,41333,0,3,0,3,1,790.4838201861185,0.9182588770221037,0
49,238,0,1,1,0,2,2,1,1,1,1,1,1,236,41326,0,2,0,1,1,335.44882350055394,0.98,0
1,306,0,1,4,0,0,1,1,1,1,1,1,1,0,41326,0,1,0,1,1,160.54460065255736,0.9657642171467761,0
1,307,0,1,2,6,0,2,1,1,1,1,1,1,0,41335,0,1,0,1,1,164.81394592569174,0.9411163244458495,0
4,265,0,1,1,1,0,1,1,1,1,1,1,1,0,41326,0,1,1,1,1,185.6959294731211,0.8595610579031832,0
16,266,265,1,1,6,3,1,1,1,1,1,1,1,0,41326,0,5,0,2,1,448.7641835846162,0.8888765305314693,0
9,109,0,1,3,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,1,1,155.18672070078776,0.41404372597352324,0
2,307,0,2,1,2,6,2,1,1,1,2,1,1,0,41326,0,1,0,2,1,100.10164870553113,0.0008334406777756077,0
21,97,0,1,2,2,0,1,1,1,1,2,1,1,0,41326,0,2,1,1,1,130.98674594781903,0.2744316803027338,0
1,306,305,3,1,2,0,2,2,2,2,2,1,2,0,41326,0,4,0,2,1,150.30829051464207,0.6965414525732102,0
1,265,0,1,1,4,0,2,1,2,1,2,1,1,0,41326,0,1,1,1,1,44.8550123254344,0.2991278105644103,0
12,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41401,0,5,0,1,1,58.128512918944196,0.7783332659088343,0
5,302,0,1,1,1,2,2,2,2,2,2,1,1,0,41326,0,0,0,2,1,143.37779029110249,0.86,0
3,291,0,1,3,5,7,1,1,2,2,2,2,1,0,41401,0,2,1,3,1,540.8131121524603,0.48400158699916,0
1,269,265,1,1,2,6,1,2,2,2,2,1,3,0,41326,0,4,0,3,1,304.6332662522464,0.720182298000538,0
10,141,307,1,4,2,0,2,1,2,2,2,1,1,0,41325,0,4,0,1,1,254.46448915504078,0.9663791521776985,0
2,296,277,1,1,2,5,1,2,2,2,2,1,2,0,41326,0,4,0,3,1,277.16653714470885,0.6430635427429555,0
1,265,0,1,2,0,0,2,2,2,1,3,1,1,0,41326,0,2,1,1,1,85.80270209407163,0.0,0
2,285,0,1,6,0,0,1,1,2,2,2,1,1,0,41401,0,0,1,1,1,171.87998654757396,0.4652805919067456,0
17,292,260,2,2,5,4,1,1,1,1,1,1,1,0,41401,0,3,0,2,1,270.22117248905624,0.9631490229257864,0
4,271,271,2,2,2,2,2,3,2,2,2,1,1,0,41381,0,4,0,1,1,14.0,0.4609737334718345,0
2,266,247,1,4,5,0,1,1,2,2,2,1,1,0,41336,0,2,0,2,1,268.60033281417304,0.9,0
13,268,265,3,5,6,0,2,2,1,1,1,1,2,0,41401,0,9,0,2,1,289.41408079543993,0.9690671063502587,0
2,266,0,2,1,2,7,2,1,2,2,2,1,2,0,41326,0,5,1,3,1,457.16510239584943,0.953336177462092,0
3,109,0,1,2,4,0,1,2,2,2,2,1,1,0,41326,0,3,1,1,1,1030.2864792985342,0.9609549309951142,0
2,265,267,1,2,5,0,2,1,2,1,2,1,1,0,41326,0,5,0,2,1,907.9613433979765,0.3267653816675278,0
2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,0,1,0,2,1,104.92133946892119,0.5507180573327011,0
3,272,266,2,4,1,2,1,2,1,1,1,1,1,0,41326,0,2,0,1,1,369.38047488203466,0.8631414246461039,0
61,187,0,2,1,6,0,1,2,3,1,2,1,1,0,41326,0,1,1,2,1,229.90256034991165,0.8505983019699647,0
2,266,0,2,1,1,0,1,1,3,3,3,1,1,0,41401,0,5,1,1,1,651.0,0.89,0
2,266,265,2,1,2,7,1,2,1,1,2,1,1,0,41326,0,3,0,3,1,724.107428237401,0.985371911845182,0
2,263,263,3,2,6,0,1,1,2,2,2,1,2,0,41326,0,3,0,2,1,460.08480188561987,0.9030506603812671,0
25,191,0,1,2,1,3,2,1,1,1,1,2,1,0,41326,0,5,0,2,1,1042.0198333802168,0.9851214087357401,0
2,120,98,2,2,4,7,1,1,2,1,2,1,2,0,41326,0,1,0,3,1,56.87439552739455,0.7959688640410808,0
102,198,0,2,4,4,0,1,2,2,2,3,1,1,0,41328,0,1,1,1,1,216.09903320986243,0.8348800119077385,0
1,265,0,1,1,1,3,2,2,2,2,3,1,1,0,41326,0,3,1,2,1,81.07132638854752,0.2637823710546666,0
1,307,0,1,2,1,5,2,2,1,1,1,1,1,0,41326,0,4,0,2,1,167.88581204883062,0.8768040394229107,0
8,20,31,2,2,3,4,2,1,1,1,2,1,1,0,41379,0,3,0,2,1,236.86504307895345,0.9116954937081395,0
2,265,0,2,5,0,1,2,1,2,2,2,1,1,0,41326,0,1,1,1,1,435.1757563154984,0.41176821608640135,0
6,240,284,1,3,1,0,1,2,2,1,2,1,1,0,41326,0,5,0,1,1,190.79320904314787,0.4583957448148507,0
8,210,0,1,1,2,0,1,2,1,1,2,1,1,0,41401,0,4,1,1,1,8.40689158693996,0.042206747608198786,0
1,307,0,1,1,1,4,2,1,1,1,2,1,1,0,41326,0,1,0,2,1,96.5777947873704,0.06582174595362902,0
37,195,187,1,3,3,0,1,2,1,1,2,1,1,100,41401,0,1,0,1,1,59.13231583347732,0.4577821896673002,0
2,76,74,2,1,1,6,1,2,1,2,3,1,4,0,41326,0,1,1,2,1,62.74818763098398,0.8242083155126314,0
4,277,272,1,3,4,7,2,2,2,2,2,1,1,0,41332,0,3,0,3,1,345.23645538280255,0.8936555204175268,0
7,245,0,2,1,6,0,1,1,2,2,2,1,1,0,41326,0,3,1,1,1,170.89209848124432,0.96,0
10,211,200,1,5,0,0,1,2,1,1,2,1,1,75,41401,0,2,0,1,1,38.13124950899622,0.4,0
2,265,0,2,5,0,2,2,1,2,2,2,1,1,0,41326,0,2,1,1,1,439.5754966906732,0.450512772045883,0
1,263,264,1,2,7,0,2,2,2,2,2,1,2,0,41326,0,3,0,2,1,283.2045267194775,0.765269804397714,0
2,265,0,1,2,7,0,1,1,1,1,2,1,1,0,41401,0,1,1,2,1,508.81793183496325,0.9390069009179812,0
2,265,0,1,2,7,0,1,1,1,1,2,1,1,1,41401,0,1,1,2,1,507.7372772236219,0.9331124212197557,0
2,266,0,2,2,4,5,1,1,2,1,2,1,1,0,41326,0,7,1,3,1,529.0317493694664,0.9803174936946639,0
7,265,0,2,3,4,3,1,2,2,2,2,1,2,0,41401,0,2,1,2,1,622.7780303412944,0.8187205205297452,0
2,307,0,2,2,3,0,2,1,1,1,2,1,1,0,41326,0,2,0,1,1,132.09783543538575,0.5574295905321173,0
2,247,266,1,1,7,0,1,1,2,1,3,1,1,0,41326,0,2,0,2,1,132.0,0.94,0
17,194,0,2,2,3,4,1,1,2,2,3,1,1,0,41332,0,0,1,2,1,102.09918673537908,0.6291864301575377,0
12,279,266,1,3,0,1,2,2,2,1,1,1,1,0,41325,0,4,0,1,1,754.321587593886,0.9676163559170309,0
11,281,0,1,5,0,0,2,2,1,1,2,1,1,0,41341,0,7,1,1,1,37.1735459633752,0.0,0
2,264,0,1,2,0,0,1,1,2,1,2,1,1,0,41334,0,2,1,1,1,145.379383705437,0.15517534821747953,0
7,243,0,2,1,6,0,2,2,2,2,2,1,1,0,41326,0,4,1,2,1,169.11451395459497,0.9352063907286594,0
1,253,254,1,1,3,5,2,2,2,2,2,1,2,6,41326,0,3,0,2,1,314.84317943798806,0.8108533840988748,0
5,180,193,1,5,6,0,1,2,1,1,3,1,1,7,41331,0,1,0,1,1,47.84779207309629,0.7787973749847386,0
5,270,266,1,2,1,5,1,2,2,1,1,1,1,0,41325,0,4,0,2,1,732.5459155005101,0.9818178811953194,0
15,285,265,1,4,0,0,2,2,1,2,1,1,1,0,41325,0,3,0,1,1,766.5064416810231,0.9589871166379537,0
4,266,0,1,1,6,0,1,1,1,1,2,1,1,0,41326,0,3,1,2,1,445.52537026506667,0.99,0
2,292,265,1,1,2,5,1,2,2,2,2,1,2,0,41326,0,4,0,3,1,278.935452837485,0.5339804083550905,0
27,80,0,1,2,5,0,2,1,1,1,1,1,1,0,41389,0,2,1,1,1,391.5942957530674,0.9473802275023595,0
2,266,0,2,4,7,0,2,1,1,1,2,1,3,8,41401,0,3,1,2,1,497.47479909209056,0.8884032145265512,0
3,264,0,1,1,2,0,2,2,1,1,2,1,1,0,41334,0,3,1,2,1,108.27737095435072,0.4346471590592732,0
1,266,0,2,3,5,2,2,1,3,3,3,1,1,0,41326,0,3,1,2,1,69.22288597283722,0.3412689942682793,0
24,99,0,2,2,0,0,3,1,1,1,2,1,1,0,41349,0,2,1,1,1,421.99020655859056,0.8365348125162255,0
2,307,307,1,2,3,4,1,1,2,2,2,1,1,0,41326,0,4,0,2,1,285.07165090743246,0.8228755636469592,0
3,266,0,2,1,3,4,2,1,1,1,2,1,1,0,41326,0,5,1,2,1,451.44563245002246,0.9631380305217,0
1,307,189,1,1,5,0,2,1,1,1,2,1,1,0,41386,0,2,0,1,1,82.97630574370018,0.8256491070489416,0
2,265,0,1,3,0,0,2,1,2,1,2,1,1,0,41326,0,1,1,1,1,36.1584243290135,0.16574181038878474,0
2,265,0,1,2,4,0,1,2,1,1,2,1,1,0,41326,0,1,1,2,1,208.2356043878245,0.7258901096956129,0
2,307,177,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,1,0,1,1,132.94438046014668,0.7359578920752516,0
1,266,0,2,1,3,6,2,1,3,3,3,1,1,0,41326,0,3,1,2,1,77.50469044217905,0.46273545981862607,0
15,75,12,1,1,3,0,1,1,1,1,2,1,1,0,41354,0,2,0,2,1,349.9947851859349,0.546089663826891,0
2,265,0,1,1,0,0,2,2,2,1,3,1,1,0,41326,0,1,1,1,1,302.2850565747214,0.6423550093362331,0
1,291,265,2,1,5,7,2,2,1,1,1,1,1,0,41335,0,1,0,3,1,182.1821548421863,0.8362081935078265,0
21,113,0,1,2,0,0,3,1,1,1,1,1,1,206,41326,0,3,1,1,1,511.0524561347413,0.9612131151055193,0
3,304,88,1,2,1,0,2,1,1,1,2,1,1,243,41355,0,16,0,1,1,1669.4343953956793,0.9717398798793304,0
11,267,0,2,3,6,0,1,1,1,1,1,1,1,0,41401,0,1,1,2,1,230.4158461883013,-0.5502751815196489,0
4,287,0,1,1,6,0,1,1,2,1,2,1,1,0,41326,0,3,1,2,1,374.76494246478774,0.9761056027288622,0
2,218,0,1,1,0,2,2,2,2,2,2,1,1,0,41326,0,2,1,1,1,24.98822044445231,0.2645183004440984,0
2,264,265,1,1,3,5,2,3,2,1,2,1,1,50,41326,0,4,0,2,1,610.0386155872204,0.98,0
2,301,261,1,1,6,0,1,1,2,1,2,1,1,0,41401,0,2,0,2,1,230.40980500896893,0.8454089931005856,0
15,81,16,1,1,1,0,1,2,1,1,2,1,2,0,41326,0,2,0,1,1,338.73335786174283,0.38733357861742806,0
7,185,0,1,1,1,0,2,2,1,1,1,1,1,0,41326,0,2,1,1,1,16.961253033325214,0.446731244944458,0
3,264,0,1,1,3,0,1,2,2,1,2,1,1,0,41326,0,3,1,2,1,364.6493402308637,0.8896902776334268,0
2,307,0,1,1,1,0,1,1,2,2,2,1,1,0,41326,0,2,0,1,1,313.94153425771674,0.8950497984840193,0
3,307,0,1,1,1,0,2,1,2,2,2,1,1,0,41326,0,1,0,1,1,31.323426017120173,0.75983828699144,0
2,276,260,1,1,4,4,1,1,2,1,2,1,1,0,41401,0,3,0,2,1,239.0220568275478,0.9760468271506453,0
27,265,265,1,3,6,4,2,1,1,1,1,1,1,0,41326,0,6,1,2,1,412.5431119450863,0.8881405809399735,0
3,267,0,1,2,6,0,2,1,1,1,1,1,1,0,41326,0,1,1,2,1,721.3644318583856,0.8632934562098964,0
1,286,0,1,3,7,0,2,1,2,2,2,1,1,0,41325,0,5,0,2,1,369.6555284866558,0.8312442278932461,0
2,265,0,1,1,4,0,1,1,2,1,2,1,1,0,41326,0,3,1,1,1,264.2276550141907,0.93,0
1,285,228,2,1,3,0,1,2,1,1,2,1,1,0,41401,0,1,0,1,1,94.04090348697602,0.6303825312087413,0
18,160,89,1,1,4,3,1,3,1,1,2,1,1,739,41368,0,2,0,2,1,32.1334119598325,0.1906672631435569,0
4,266,0,1,1,3,6,2,1,2,1,2,1,1,0,41326,0,2,1,3,1,10.516681158164971,0.0,0
1,307,0,1,2,0,0,2,1,2,2,2,1,2,0,41326,0,1,0,1,1,30.614763990227406,0.6766131503648187,0
8,287,275,1,1,5,7,2,3,1,1,1,1,1,0,41326,0,3,0,3,1,203.62296152739864,0.9514309438045145,0
3,265,0,1,1,3,6,1,1,2,2,2,1,1,0,41326,0,2,1,3,1,13.208377185201325,0.0,0
4,304,302,1,2,1,0,1,1,2,2,2,1,1,0,41326,0,3,0,1,1,303.45020437833756,0.7294620959463831,0
3,306,0,1,2,3,5,2,1,1,1,1,1,1,0,41401,0,2,0,2,1,551.0,0.9168017344623318,0
4,266,0,1,1,2,6,2,1,2,1,2,1,1,0,41326,0,2,1,3,1,11.825731350781144,0.0,0
1,229,229,1,1,5,1,2,2,2,2,2,1,1,18,41326,0,3,0,2,1,325.1868708154705,0.9194621435624403,0
2,265,0,1,1,2,0,2,2,2,1,2,1,1,0,41326,0,1,1,1,1,310.3278712096858,0.5454753485481693,0
3,112,278,1,3,0,2,2,2,1,1,1,1,1,218,41349,0,4,0,1,1,213.3609778854092,0.6596182413239793,0
2,267,0,1,1,6,0,2,1,1,1,2,1,1,0,41326,0,1,0,2,1,717.2460359067128,0.8661726781401264,0
4,266,0,2,1,6,2,1,1,1,1,1,1,1,0,41401,0,4,1,2,1,482.7754911359606,0.9660144169788467,0
8,181,220,1,4,6,1,2,1,1,1,2,1,1,0,41326,0,1,0,2,1,42.97859596563076,0.8236947382755525,0
3,265,0,2,1,2,6,1,1,2,1,2,1,1,0,41326,0,2,1,3,1,13.472394730226513,0.0,0
40,179,0,2,1,5,0,1,1,2,1,1,1,1,0,41326,0,1,1,2,1,227.10965971092074,0.8568295436830836,0
2,306,0,2,1,7,0,1,1,2,2,2,1,3,0,41401,0,4,0,2,1,130.04082272049197,0.9,0
3,265,0,2,5,7,0,1,1,1,1,1,1,1,0,41326,0,6,1,2,1,531.3156568762131,0.9869736427738166,0
5,282,261,1,2,4,4,1,2,1,1,2,1,1,0,41350,0,4,0,2,1,405.73715240279444,0.949761047638904,0
10,270,270,1,1,2,4,2,1,1,2,2,1,2,0,41401,0,1,0,2,1,6.658388212746865,0.4050549082599088,0
6,290,231,2,1,3,2,2,1,1,1,2,1,1,0,41346,0,2,0,2,1,63.515049390738966,0.8027038841467223,0
5,285,0,2,2,0,3,2,2,1,1,2,1,1,124,41326,0,2,0,1,1,276.53505165251494,0.6548695354760268,0
1,266,0,3,2,4,3,2,1,2,1,2,1,4,4,41401,0,4,1,2,1,518.2629327509405,0.8586705971042731,0
10,19,0,1,1,2,7,1,1,1,1,3,1,1,0,41393,0,3,1,3,1,216.0645866373158,0.8312264175234035,0
25,203,307,1,1,4,4,1,2,1,1,1,1,1,0,41329,0,1,0,2,1,302.79167372331864,0.762485071163195,0
3,268,265,1,3,1,1,1,2,1,1,1,1,1,0,41326,0,4,0,1,1,173.93614947616229,0.1215072229597922,0
12,269,0,1,1,2,7,2,2,1,1,1,1,1,0,41326,0,9,1,3,1,83.57421165073873,0.796971271894054,0
18,260,243,1,4,5,0,1,1,1,1,1,1,1,0,41388,0,11,0,2,1,1742.179770725123,0.6699060832001947,0
17,253,269,2,1,2,3,2,2,1,1,2,1,1,0,41401,0,3,0,1,1,278.2596060250015,0.879358949400004,0
0,265,0,1,5,0,0,1,2,2,2,2,1,1,0,41329,0,1,1,1,1,440.87956044846845,0.6193709117925801,0
19,201,0,2,6,0,0,1,1,1,1,2,1,1,164,41324,0,5,0,1,1,942.3779095101285,0.98,0
8,215,208,1,1,4,3,2,2,1,1,1,1,1,10,41326,0,3,0,2,1,302.2529701248749,0.941686704209056,0
10,265,0,2,4,5,0,1,1,1,1,1,1,1,7,41401,0,1,1,1,1,225.9284860019208,-0.433458263135416,0
2,265,0,1,1,0,3,2,1,2,2,2,1,1,0,41326,0,1,1,1,1,300.93572719669066,0.8194383144039051,0
40,115,0,1,1,2,7,2,1,1,1,1,1,1,0,41339,0,6,1,3,1,1139.1005630571499,0.99,0
2,292,252,1,2,5,0,1,1,2,2,2,1,1,0,41401,0,2,0,2,1,247.49691817031373,0.97,0
21,192,0,1,3,3,5,1,2,2,2,2,1,1,10,41326,0,3,1,2,1,701.1315135920331,0.9485775602205225,0
12,266,0,2,4,1,2,1,1,1,2,1,1,1,50,41324,0,2,1,1,1,352.7744510843306,0.6724379814114749,0
5,299,0,1,1,0,0,2,1,1,1,1,1,1,0,41326,0,1,1,1,1,125.30945343826819,0.9695243724938545,0
2,307,56,2,1,0,2,2,1,1,1,2,1,2,0,41326,0,1,0,1,1,45.36939385705986,0.4175198574523865,0
1,307,0,1,1,6,0,2,2,1,1,2,1,1,0,41326,0,2,0,2,1,87.00314680067697,0.8694650438849156,0
1,149,307,2,1,1,0,2,1,1,1,2,1,1,0,41401,0,3,0,1,1,85.75197798868443,0.653052578600807,0
2,307,141,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,0,0,1,1,160.0,0.27,0
3,266,0,2,2,2,4,2,1,2,2,2,1,1,0,41326,0,1,1,2,1,33.2972174523812,0.36,0
2,302,181,1,3,4,0,2,1,2,1,2,1,1,0,41401,0,8,0,2,1,1865.2177215863048,0.9451823722515298,0
2,290,263,1,1,2,4,1,1,2,2,2,1,2,0,41326,0,4,0,2,1,278.26330468119824,0.5572577267956643,0
3,264,0,1,2,3,0,1,2,2,1,2,1,1,0,41325,0,4,1,2,1,366.2329249983904,0.8617133749651256,0
0,307,13,2,1,2,6,1,1,1,1,1,1,7,0,41329,0,2,0,2,1,200.87004971509523,0.0792696737919043,0
15,251,0,1,1,2,2,1,1,3,2,2,1,1,0,41401,0,2,1,2,1,278.3264495763247,0.790070551097686,0
5,303,295,1,2,1,1,1,1,1,1,1,1,1,0,41401,0,3,0,1,1,262.0496636710965,0.938397309368772,0
2,307,141,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,0,0,1,1,160.0,0.27,0
48,307,0,1,3,5,2,1,2,1,1,2,1,1,0,41326,0,3,0,2,1,190.7822227667558,0.9187110893297674,0
3,152,242,1,6,0,0,1,1,1,1,2,1,1,326,41326,0,5,0,1,1,196.55120477292192,0.39224808244137854,0
2,307,0,1,3,1,0,2,1,2,2,2,1,3,0,41326,0,1,0,1,1,38.243442043413324,0.7563782789782934,0
3,266,0,2,4,1,2,2,1,2,2,2,1,1,0,41326,0,1,1,1,1,33.70852915420315,0.36,0
1,266,0,1,1,6,0,1,1,2,2,2,1,1,0,41326,0,3,1,2,1,62.68722156675959,0.010723831996814204,0
6,302,265,1,2,5,5,2,2,1,1,1,1,1,102,41326,0,3,0,2,1,348.0608889526102,0.014625663534653,0
1,269,0,2,1,0,0,1,1,2,2,2,1,1,0,41401,0,4,1,1,1,649.2497702965884,0.8876663603954512,0
14,179,0,1,1,0,0,1,1,1,1,1,1,1,300,41326,0,4,1,1,1,538.4388922180586,0.98,0
6,295,263,1,2,5,4,2,2,1,1,1,1,1,118,41326,0,3,0,2,1,363.24517688777695,0.1223851263003527,0
2,307,307,2,2,4,1,2,1,1,1,1,1,2,0,41401,0,4,0,2,1,36.56362074604495,0.11666034334474408,0
3,265,0,1,3,1,0,2,1,2,1,2,1,1,0,41401,0,4,1,1,1,40.177752983562385,0.3377163490000246,0
4,303,0,2,1,3,2,2,1,2,2,2,1,1,0,41330,0,0,0,2,1,143.40844941463428,0.8893896627642286,0
9,123,49,2,3,2,3,2,2,2,1,2,1,1,0,41326,0,1,0,1,1,53.452614379529514,0.6814705883153129,0
2,304,0,2,1,2,7,1,2,2,2,2,1,1,0,41326,0,4,1,3,1,169.59917070290751,0.9,0
1,307,0,2,1,2,2,1,2,2,2,2,1,3,0,41331,0,1,0,2,1,317.8309744546646,0.9531317045992109,0
2,266,0,2,2,2,5,1,1,2,1,2,1,1,0,41401,0,3,1,2,1,101.75908520691846,0.915200762327568,0
4,307,15,2,1,2,4,2,1,1,1,1,1,1,0,41326,0,5,0,2,1,659.4364470357865,0.9878637058631554,0
5,210,0,2,1,5,0,1,2,1,1,2,1,1,0,41401,0,2,1,2,1,10.580161303832085,0.0,0
3,265,0,1,1,6,0,1,2,2,1,2,1,1,0,41326,0,1,1,1,1,318.532905875161,0.3480256474903384,0
75,194,0,1,1,0,1,2,1,1,1,1,1,1,262,41326,0,4,1,1,1,370.969048846551,0.9824944730083127,0
11,229,0,1,2,2,4,1,3,1,1,2,1,1,0,41356,0,2,1,2,1,726.9006927838525,0.9523758659798155,0
2,265,0,2,5,0,1,2,1,2,2,2,1,1,0,41326,0,2,1,1,1,436.6934455303107,0.37640288506513275,0
3,265,0,1,1,7,0,1,2,1,1,2,1,1,0,41401,0,3,1,2,1,500.82957303200783,0.9502130337099902,0
22,173,0,1,6,0,0,1,1,1,1,2,1,1,184,41324,0,4,1,1,1,937.5248973671803,0.9784950205265639,0
10,283,273,2,1,4,7,2,2,1,2,1,1,1,0,41326,0,3,0,3,1,206.9940430054842,0.96,0
2,266,0,2,4,6,0,1,1,2,1,1,1,1,0,41401,0,3,1,2,1,219.8563049851616,0.11085661368114429,0
4,266,0,2,1,5,2,2,1,1,1,2,1,1,0,41326,0,4,1,2,1,440.57689836636195,0.9823718360560635,0
12,27,0,1,1,2,5,1,1,2,2,2,1,1,0,41331,0,3,1,2,1,143.70902447457854,0.3511510026918806,0
2,307,184,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,1,0,1,1,127.3748133516525,0.831878214499318,0
1,307,0,1,1,6,0,2,1,2,2,2,1,1,0,41326,0,2,0,2,1,89.50445248858276,0.8268677626966302,0
12,307,0,1,1,5,1,1,1,2,1,2,1,1,0,41326,0,2,0,2,1,202.22240324621004,0.45380215354716286,0
8,284,265,1,1,6,6,2,2,1,1,1,1,1,0,41326,0,3,0,2,1,192.94730709773472,0.7129859311283663,0
2,267,266,2,5,0,0,1,2,1,1,1,1,1,0,41326,0,1,0,1,1,360.68818922383855,0.8370645676715156,0
2,307,141,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,0,0,1,1,159.8104893407005,0.2732637946879354,0
3,266,0,2,5,7,0,2,1,1,1,1,1,1,0,41328,0,5,1,2,1,881.4933904590779,0.9696925286651179,0
0,265,0,1,2,5,0,1,2,2,2,2,1,1,0,41326,0,4,1,2,1,131.954970125249,0.5005862303230825,0
52,181,0,2,1,4,0,1,1,1,1,1,1,1,0,41326,0,1,1,2,1,190.95973699482508,0.959628341490693,0
2,289,0,2,1,6,0,1,1,1,1,1,1,1,0,41326,0,5,1,2,1,230.10333674689952,0.6331108835400321,0
2,293,0,2,1,2,6,2,1,2,1,2,1,1,0,41401,0,1,1,3,1,630.6947791777868,0.852836050281075,0
